Todos los mensajes del registro de eventos.
Fecha:	2023-07-26 11:07:27
Nombre de sistema:	44-52645
Nombre de controlador:	192.168.133.1
ID de controlador
	44-52645

RobotWare:	5.15.2005
Clave:	8sck58u9TAckcgmgkcTk6cP
Opciones:	
	RW Control module key
	RobotWare OS and English
	644-3 Spanish
		645-1 French
		709-x DeviceNet
			709-1 Master/Slave Single
			840-2 Profibus Fieldbus Adapter
			605-1 Multiple Axis Positioner
			609-1 Fixed Position Events
			618-1 Fieldbus Command Interface
			620-1 File and Serial Channel Handling
			621-1 Logical Cross Connections
			622-1 Analog Signal Interrupt
			623-1 Multitasking
			626-1 Advanced RAPID
			631-1 Electronically Linked Motors

DriveModule1
Clave:	nB7t92OQZI66v
Opciones:	
	RW Drive module 1 key
	ABB standard manipulator
		IRB 4400 Type B
			4400/60 Type B
			Add axes IRB/drive module 4400/940
				R2C2 Standard
					No drive in pos Y2



Mensajes de registro de Común
SeqNo     	Tipo	Categoría           	Código  	Título                                  	Fecha               	Descripción	Argumentos
24761024  	I   	Operativo           	10156   	Programa reiniciado                     	2023-07-26 10:28:23 	La ejecución de la tarea T_ROB1 se ha reanudado en el mismo punto en el que se detuvo anteriormente. El origen es un cliente externo.	{args: "1", "T_ROB1"}
24761025  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:28:39 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP60_CargarPieza/MoveJ/78	{args: "T_ROB1", "/PROCESO/OP60_CargarPieza/MoveJ/78"}
24761026  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:28:46 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP60_DescPieza/MoveJ/124	{args: "T_ROB1", "/PROCESO/OP60_DescPieza/MoveJ/124"}
24761027  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:28:50 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP70_Dejar/MoveJ/100	{args: "T_ROB1", "/PROCESO/OP70_Dejar/MoveJ/100"}
24761028  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:29:38 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP60_CargarPieza/MoveJ/78	{args: "T_ROB1", "/PROCESO/OP60_CargarPieza/MoveJ/78"}
24761029  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:29:49 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP70_Dejar/MoveJ/100	{args: "T_ROB1", "/PROCESO/OP70_Dejar/MoveJ/100"}
24761030  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:30:46 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP60_CargarPieza/MoveJ/78	{args: "T_ROB1", "/PROCESO/OP60_CargarPieza/MoveJ/78"}
24761031  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:30:56 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP70_Dejar/MoveJ/100	{args: "T_ROB1", "/PROCESO/OP70_Dejar/MoveJ/100"}
24761032  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:31:24 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP60_CargarPieza/MoveJ/78	{args: "T_ROB1", "/PROCESO/OP60_CargarPieza/MoveJ/78"}
24761033  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:31:35 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP70_Dejar/MoveJ/100	{args: "T_ROB1", "/PROCESO/OP70_Dejar/MoveJ/100"}
24761034  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:31:58 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP60_CargarPieza/MoveJ/78	{args: "T_ROB1", "/PROCESO/OP60_CargarPieza/MoveJ/78"}
24761035  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:32:08 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP70_Dejar/MoveJ/100	{args: "T_ROB1", "/PROCESO/OP70_Dejar/MoveJ/100"}
24761036  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:33:24 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP60_CargarPieza/MoveJ/78	{args: "T_ROB1", "/PROCESO/OP60_CargarPieza/MoveJ/78"}
24761037  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:33:35 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP70_Dejar/MoveJ/100	{args: "T_ROB1", "/PROCESO/OP70_Dejar/MoveJ/100"}
24761038  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:34:12 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP60_CargarPieza/MoveJ/78	{args: "T_ROB1", "/PROCESO/OP60_CargarPieza/MoveJ/78"}
24761039  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:34:22 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP70_Dejar/MoveJ/100	{args: "T_ROB1", "/PROCESO/OP70_Dejar/MoveJ/100"}
24761040  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:34:43 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP60_CargarPieza/MoveJ/78	{args: "T_ROB1", "/PROCESO/OP60_CargarPieza/MoveJ/78"}
24761041  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:34:54 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP70_Dejar/MoveJ/100	{args: "T_ROB1", "/PROCESO/OP70_Dejar/MoveJ/100"}
24761042  	W   	Hardware            	37062   	Aviso de alimentación del módulo de ordenadores	2023-07-26 10:35:24 	La tensión de 5 V de la alimentación del módulo de ordenadores es de 4.73 V, fuera del rango permitido.	{args: "5", "4.73"}
24761043  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:35:52 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP60_CargarPieza/MoveJ/78	{args: "T_ROB1", "/PROCESO/OP60_CargarPieza/MoveJ/78"}
24761044  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:36:02 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP70_Dejar/MoveJ/100	{args: "T_ROB1", "/PROCESO/OP70_Dejar/MoveJ/100"}
24761045  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:36:57 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP60_CargarPieza/MoveJ/78	{args: "T_ROB1", "/PROCESO/OP60_CargarPieza/MoveJ/78"}
24761046  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:37:08 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP70_Dejar/MoveJ/100	{args: "T_ROB1", "/PROCESO/OP70_Dejar/MoveJ/100"}
24761047  	W   	Hardware            	37062   	Aviso de alimentación del módulo de ordenadores	2023-07-26 10:38:26 	La tensión de 5 V de la alimentación del módulo de ordenadores es de 4.73 V, fuera del rango permitido.	{args: "5", "4.73"}
24761048  	W   	Hardware            	37062   	Aviso de alimentación del módulo de ordenadores	2023-07-26 10:38:50 	La tensión de 5 V de la alimentación del módulo de ordenadores es de 4.73 V, fuera del rango permitido.	{args: "5", "4.73"}
24761049  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:39:30 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP60_CargarPieza/MoveJ/78	{args: "T_ROB1", "/PROCESO/OP60_CargarPieza/MoveJ/78"}
24761050  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:39:40 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP70_Dejar/MoveJ/100	{args: "T_ROB1", "/PROCESO/OP70_Dejar/MoveJ/100"}
24761051  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:40:15 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP60_CargarPieza/MoveJ/78	{args: "T_ROB1", "/PROCESO/OP60_CargarPieza/MoveJ/78"}
24761052  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:40:26 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP70_Dejar/MoveJ/100	{args: "T_ROB1", "/PROCESO/OP70_Dejar/MoveJ/100"}
24761053  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:41:08 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP60_CargarPieza/MoveJ/78	{args: "T_ROB1", "/PROCESO/OP60_CargarPieza/MoveJ/78"}
24761054  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:41:19 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP70_Dejar/MoveJ/100	{args: "T_ROB1", "/PROCESO/OP70_Dejar/MoveJ/100"}
24761055  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:41:55 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP60_CargarPieza/MoveJ/78	{args: "T_ROB1", "/PROCESO/OP60_CargarPieza/MoveJ/78"}
24761056  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:42:06 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP70_Dejar/MoveJ/100	{args: "T_ROB1", "/PROCESO/OP70_Dejar/MoveJ/100"}
24761057  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:43:05 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP60_CargarPieza/MoveJ/78	{args: "T_ROB1", "/PROCESO/OP60_CargarPieza/MoveJ/78"}
24761058  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:43:15 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP70_Dejar/MoveJ/100	{args: "T_ROB1", "/PROCESO/OP70_Dejar/MoveJ/100"}
